userid,EER,AUC
1,0.044496855345911974,0.9854926624737945
2,0.24040880503144654,0.730754716981132
3,0.4042452830188679,0.6863941299790356
4,0.3358490566037736,0.6320020964360586
5,0.1998427672955975,0.7526205450733753
6,0.3860062893081761,0.6029140461215933
7,0.19748427672955973,0.9170020964360587
8,0.30676100628930814,0.7643396226415095
9,0.2621069182389937,0.8839203354297693
10,0.4268867924528302,0.6309224318658281
11,0.20566037735849055,0.8354926624737945
12,0.4172955974842767,0.7632704402515724
13,0.0,1.0
14,0.1319182389937107,0.9224109014675053
15,0.26808176100628933,0.789622641509434
16,0.13852201257861635,0.9183752620545073
17,0.4066037735849057,0.5968343815513626
18,0.2132075471698113,0.9207756813417192
19,0.2650943396226415,0.6852201257861635
20,0.20267295597484278,0.8876939203354297
21,0.11839622641509435,0.9039832285115303
22,0.35188679245283017,0.6886792452830188
23,0.2117924528301887,0.8228721174004193
24,0.07059748427672957,0.9878616352201258
25,0.4088050314465409,0.6061215932914046
26,0.12845911949685535,0.9747798742138365
27,0.5536163522012578,0.4839412997903564
28,0.26084905660377355,0.8750524109014675
29,0.016509433962264175,0.9977987421383648
30,0.4540880503144654,0.6440670859538784
31,0.20251572327044023,0.880146750524109
32,0.12405660377358492,0.9787840670859539
33,0.1677672955974843,0.7415723270440252
34,0.04433962264150943,0.9847379454926625
35,0.11289308176100629,0.8221383647798741
36,0.12232704402515722,0.9485324947589098
37,0.1342767295597484,0.9083438155136268
38,0.20377358490566036,0.899433962264151
39,0.2419811320754717,0.7322431865828092
40,0.5424528301886793,0.5011530398322851
41,0.4630503144654088,0.5061006289308176
42,0.2007861635220126,0.9134381551362682
43,0.1838050314465409,0.9072746331236897
44,0.09732704402515725,0.951132075471698
45,0.32342767295597485,0.7625786163522013
46,0.2875786163522013,0.851656184486373
47,0.19921383647798743,0.8440461215932913
48,0.2635220125786164,0.7770649895178198
49,0.3226415094339623,0.7892662473794549
50,0.08930817610062892,0.8533752620545072
51,0.39669811320754716,0.6540251572327044
52,0.26949685534591195,0.8572327044025156
53,0.2636792452830189,0.8634591194968553
54,0.17547169811320754,0.7982599580712788
