userid,EER,AUC
1,0.06808176100628932,0.969895178197065
2,0.40408805031446543,0.6835220125786163
3,0.12610062893081758,0.9243396226415095
4,0.15235849056603776,0.7937945492662474
5,0.405188679245283,0.7387211740041929
6,0.41540880503144656,0.6360587002096436
7,0.26619496855345914,0.7571278825995807
8,0.2685534591194969,0.7965618448637317
9,0.05518867924528304,0.9737106918238994
10,0.3462264150943396,0.6780083857442348
11,0.41556603773584905,0.5968343815513626
12,0.08003144654088051,0.9596855345911949
13,0.05283018867924528,0.950083857442348
14,0.3374213836477987,0.6696436058700209
15,0.11902515723270442,0.9371069182389936
16,0.349685534591195,0.7745492662473794
17,0.3845911949685535,0.619601677148847
18,0.05518867924528304,0.9648008385744234
19,0.26745283018867927,0.810314465408805
20,0.05314465408805031,0.9924947589098532
21,0.22264150943396224,0.9248637316561845
22,0.2290880503144654,0.7210901467505241
23,0.22704402515723268,0.7785324947589098
24,0.2410377358490566,0.8575471698113208
25,0.3441823899371069,0.6607547169811321
26,0.12264150943396225,0.9025995807127882
27,0.20754716981132074,0.9087631027253669
28,0.14323899371069182,0.8816142557651991
29,0.139937106918239,0.8642976939203354
30,0.2921383647798742,0.8509433962264152
31,0.05754716981132075,0.981174004192872
32,0.4540880503144654,0.7020125786163521
33,0.32688679245283014,0.7168134171907757
34,0.18584905660377357,0.8977568134171907
35,0.2735849056603774,0.7541509433962263
36,0.19150943396226414,0.8188259958071279
37,0.32327044025157237,0.6901886792452832
38,0.2636792452830189,0.8053039832285115
39,0.4056603773584906,0.6852410901467505
40,0.19072327044025159,0.9280293501048218
41,0.1797169811320755,0.8055136268343817
42,0.2072327044025157,0.8954507337526205
43,0.27421383647798747,0.7638364779874214
44,0.07279874213836479,0.9621593291404612
45,0.4006289308176101,0.5632285115303983
46,0.2569182389937107,0.8472327044025156
47,0.14952830188679245,0.8990775681341718
48,0.3193396226415094,0.790440251572327
49,0.18128930817610064,0.8614465408805031
50,0.11226415094339622,0.9081551362683438
51,0.21462264150943397,0.8522851153039832
52,0.24072327044025157,0.8088888888888889
53,0.425,0.6364360587002097
54,0.18490566037735848,0.7283438155136268
