userid,EER,AUC
1,0.07672955974842766,0.9744234800838574
2,0.23207547169811318,0.8428301886792453
3,0.41949685534591197,0.6997903563941299
4,0.46320754716981133,0.5046960167714885
5,0.23977987421383648,0.7132075471698114
6,0.24764150943396226,0.7160587002096436
7,0.1470125786163522,0.9352201257861635
8,0.39040880503144654,0.7424318658280922
9,0.19638364779874215,0.880859538784067
10,0.3443396226415094,0.6670020964360587
11,0.10833333333333335,0.8650314465408805
12,0.2737421383647799,0.7971907756813418
13,0.07044025157232703,0.9747798742138364
14,0.12311320754716983,0.8981341719077569
15,0.20455974842767297,0.8322851153039832
16,0.14166666666666666,0.9085534591194968
17,0.5473270440251572,0.4230607966457023
18,0.33191823899371065,0.7088679245283018
19,0.19182389937106917,0.7852410901467505
20,0.32688679245283014,0.7976939203354297
21,0.12452830188679244,0.8933542976939204
22,0.23207547169811318,0.8079035639412997
23,0.23632075471698114,0.8775052410901467
24,0.20110062893081762,0.8795597484276729
25,0.3738993710691824,0.6510272536687631
26,0.11981132075471697,0.9693501048218027
27,0.3779874213836478,0.6057232704402515
28,0.2122641509433962,0.8460796645702306
29,0.06242138364779876,0.9961215932914046
30,0.32374213836477983,0.7252410901467505
31,0.20833333333333334,0.8819916142557651
32,0.07342767295597485,0.9662054507337525
33,0.2550314465408805,0.7268553459119497
34,0.05770440251572329,0.9814255765199161
35,0.21194968553459118,0.7535639412997904
36,0.07138364779874212,0.9777358490566037
37,0.06823899371069181,0.9324737945492662
38,0.18176100628930816,0.8518867924528302
39,0.17987421383647798,0.8119916142557653
40,0.4025157232704403,0.5962893081761006
41,0.534433962264151,0.43775681341719075
42,0.21808176100628932,0.9116561844863731
43,0.1940251572327044,0.8773165618448637
44,0.1341194968553459,0.9494758909853249
45,0.2721698113207547,0.8309853249475891
46,0.39449685534591195,0.6786792452830188
47,0.20094339622641508,0.8349056603773584
48,0.26462264150943393,0.7475890985324948
49,0.13726415094339622,0.9283018867924528
50,0.11808176100628932,0.8153878406708596
51,0.3154088050314465,0.6968553459119496
52,0.10251572327044024,0.8765828092243187
53,0.21069182389937105,0.8351362683438155
54,0.08836477987421383,0.8779454926624738
