userid,EER,AUC
1,0.4029279279279279,0.753873873873874
2,0.23063063063063063,0.8262162162162162
3,0.35765765765765767,0.7350450450450451
4,0.4036036036036036,0.5585585585585586
5,0.35427927927927927,0.6778378378378379
6,0.404954954954955,0.6738738738738739
7,0.4063063063063063,0.5694594594594595
8,0.4036036036036036,0.5566666666666666
9,0.5966216216216216,0.4828828828828829
10,0.40540540540540543,0.7063963963963963
11,0.3882882882882883,0.6719819819819819
12,0.4024774774774775,0.6140540540540541
13,0.4063063063063063,0.6732432432432433
14,0.4058558558558559,0.6751351351351351
15,0.42477477477477477,0.5076576576576577
16,0.39909909909909913,0.8018918918918918
17,0.39774774774774774,0.6594594594594595
18,0.4072072072072072,0.7634234234234235
19,0.4274774774774775,0.5080180180180179
20,0.4058558558558559,0.5797297297297297
21,0.2497747747747748,0.7356756756756757
22,0.406981981981982,0.7352252252252252
23,0.40382882882882887,0.6928828828828828
24,0.4148648648648649,0.4599099099099099
25,0.23941441441441444,0.7918918918918918
26,0.4029279279279279,0.6478378378378378
27,0.4434684684684685,0.5708108108108109
28,0.404954954954955,0.6293693693693694
29,0.4036036036036036,0.6405405405405405
30,0.5592342342342342,0.4905405405405405
31,0.3506756756756757,0.8298198198198198
32,0.39932432432432435,0.6641441441441441
33,0.5869369369369369,0.5151351351351351
34,0.4060810810810811,0.5659459459459458
35,0.5763513513513514,0.513063063063063
36,0.4157657657657658,0.6618018018018017
37,0.4051801801801802,0.6314414414414414
38,0.18693693693693694,0.8163963963963963
39,0.15495495495495495,0.93990990990991
40,0.19797297297297298,0.832072072072072
41,0.18873873873873873,0.8418018018018019
42,0.42184684684684687,0.5487387387387387
43,0.4146396396396396,0.6075675675675676
44,0.41711711711711713,0.6419819819819821
45,0.39166666666666666,0.6663063063063063
46,0.5855855855855856,0.5118918918918919
47,0.20585585585585583,0.895945945945946
48,0.40675675675675677,0.6431531531531531
49,0.21509009009009009,0.7612612612612613
50,0.40653153153153154,0.662972972972973
51,0.2385135135135135,0.8136036036036036
52,0.40337837837837837,0.6448648648648649
53,0.40675675675675677,0.6336936936936937
54,0.2123873873873874,0.8127927927927928
55,0.19639639639639642,0.8566666666666667
56,0.5524774774774774,0.48621621621621625
57,0.438963963963964,0.533963963963964
58,0.18716216216216217,0.7936036036036036
59,0.1885135135135135,0.8706306306306306
60,0.3759009009009009,0.8214414414414415
61,0.39842342342342346,0.749009009009009
62,0.3927927927927928,0.6475675675675676
63,0.3509009009009009,0.8472972972972973
64,0.406981981981982,0.606126126126126
65,0.3698198198198198,0.8088288288288288
66,0.23806306306306305,0.6931531531531532
67,0.604054054054054,0.4607207207207207
68,0.2497747747747748,0.7604504504504505
69,0.22139639639639638,0.8315315315315315
70,0.6123873873873873,0.2744144144144144
71,0.7527027027027027,0.40306306306306305
72,0.20202702702702705,0.8714414414414415
73,0.4040540540540541,0.70009009009009
74,0.23626126126126126,0.832972972972973
75,0.39707207207207207,0.5624324324324325
76,0.40540540540540543,0.6803603603603603
77,0.4060810810810811,0.6609009009009009
78,0.4063063063063063,0.6093693693693694
79,0.40472972972972976,0.6815315315315316
80,0.18896396396396395,0.8334234234234235
81,0.1693693693693694,0.9475675675675675
82,0.22725225225225223,0.7090990990990991
83,0.23986486486486489,0.7272072072072072
84,0.4036036036036036,0.6275675675675676
85,0.20427927927927927,0.8017117117117117
86,0.5887387387387387,0.5068468468468468
87,0.38716216216216215,0.7123423423423423
88,0.2195945945945946,0.8400900900900901
89,0.406981981981982,0.7452252252252253
90,0.4434684684684685,0.45630630630630625
91,0.1876126126126126,0.9141441441441442
92,0.5686936936936937,0.5245045045045045
93,0.40202702702702703,0.5726126126126125
94,0.5867117117117118,0.4837837837837838
95,0.36936936936936937,0.6667567567567567
96,0.3704954954954955,0.7222522522522523
97,0.39909909909909913,0.6694594594594594
98,0.2376126126126126,0.8186486486486487
99,0.40315315315315314,0.5627027027027026
100,0.18828828828828828,0.9097297297297298
101,0.2331081081081081,0.7716216216216216
102,0.4029279279279279,0.6726126126126126
103,0.356981981981982,0.7975675675675675
104,0.21801801801801804,0.7901801801801802
105,0.404954954954955,0.7304504504504505
106,0.39909909909909913,0.8018918918918918
107,0.3518018018018018,0.7956756756756757
108,0.4029279279279279,0.6961261261261261
109,0.4141891891891892,0.5716216216216217
110,0.40765765765765766,0.6204504504504504
111,0.2141891891891892,0.8126126126126128
112,0.4036036036036036,0.6514414414414414
