userid,EER,AUC
1,0.21772799175955562,0.9218261413383364
2,0.16587573115550158,0.9540889526542324
3,0.15224588897472685,0.9476511054703307
4,0.059743221866607826,0.9818268770923004
5,0.06763418312916161,0.9870139425376154
6,0.061656182172681456,0.9902880476768569
7,0.0604605819813854,0.9898098076003384
8,0.3816907626089836,0.6674759960269285
9,0.293253136151271,0.7851230548504581
10,0.16778869146157527,0.8844130522753192
11,0.21294559099437146,0.9006364271787515
12,0.0791119449656035,0.9687304565353345
13,0.07791634477430745,0.9562226391494685
14,0.2217930324099621,0.860427473053011
15,0.1347901261818048,0.9442666372365082
16,0.1465070080565059,0.9263142405179707
17,0.21988007210388846,0.880035316190266
18,0.061656182172681456,0.9896626568075636
19,0.09154618695508224,0.9882279365780083
20,0.13502924622006401,0.9217157782437553
21,0.06285178236397751,0.9752418791156237
22,0.2220321524482213,0.8494647389912813
23,0.09513298752897034,0.9469153515064562
24,0.0638082625170143,0.9806496707501012
25,0.0905897068020454,0.9666335577382923
26,0.29875289703123276,0.8144060626126622
27,0.06476474267005114,0.972556377147482
28,0.1462678880182467,0.9232240738696981
29,0.009564801530368261,0.9971305595408896
30,0.09322002722289666,0.9477982562631057
31,0.0604605819813854,0.9898465952985321
32,0.3128609792885259,0.7429275650222564
33,0.15033292866865322,0.9458117205606446
34,0.3229040208954126,0.7203767060295037
35,0.06715594305264319,0.9900305337895008
36,0.16539749107898322,0.9547879189199132
37,0.15296324908950448,0.9499687304565353
38,0.14244196740609938,0.9142478755104293
39,0.05830850163705256,0.9881175734834272
40,0.0838943457307876,0.9541993157488136
41,0.06763418312916161,0.9771548394216973
42,0.2977964168781959,0.8358165029614097
