userid,EER,AUC
1,0.11981132075471697,0.9767924528301887
2,0.43836477987421385,0.7382599580712788
3,0.409748427672956,0.7027253668763103
4,0.41446540880503147,0.5515618448637316
5,0.20503144654088049,0.7377148846960166
6,0.4679245283018868,0.5447169811320755
7,0.13443396226415094,0.9064779874213836
8,0.3886792452830189,0.7569811320754717
9,0.2688679245283019,0.8727253668763103
10,0.4216981132075472,0.6474004192872117
11,0.21273584905660378,0.8337735849056603
12,0.36194968553459117,0.7646540880503144
13,0.0,1.0
14,0.12232704402515722,0.9236897274633125
15,0.2772012578616352,0.7370230607966457
16,0.11100628930817608,0.8696226415094339
17,0.4867924528301887,0.5754926624737945
18,0.21619496855345913,0.9032704402515723
19,0.2720125786163522,0.6646960167714885
20,0.21430817610062894,0.8767295597484277
21,0.11556603773584907,0.900146750524109
22,0.35566037735849054,0.6846121593291404
23,0.21462264150943397,0.8322222222222222
24,0.07751572327044026,0.9867924528301887
25,0.39355345911949685,0.610566037735849
26,0.12059748427672957,0.9734591194968554
27,0.5188679245283019,0.45631027253668766
28,0.1921383647798742,0.8551153039832284
29,0.05597484276729559,0.9969811320754717
30,0.47232704402515724,0.6305660377358491
31,0.2091194968553459,0.8742976939203355
32,0.06619496855345913,0.9791823899371069
33,0.27971698113207544,0.6828406708595387
34,0.04764150943396229,0.9887002096436058
35,0.1069182389937107,0.8191614255765198
36,0.08160377358490567,0.9561215932914047
37,0.08128930817610064,0.9053249475890984
38,0.23317610062893082,0.8829769392033543
39,0.2410377358490566,0.7333962264150943
40,0.5471698113207547,0.5022012578616353
41,0.45660377358490567,0.519706498951782
42,0.2113207547169811,0.9179245283018868
43,0.20660377358490564,0.8783018867924528
44,0.09433962264150943,0.9481761006289309
45,0.33018867924528306,0.7591090146750524
46,0.2823899371069183,0.8363102725366878
47,0.1979559748427673,0.8256289308176101
48,0.260062893081761,0.8040041928721174
49,0.2800314465408805,0.7988050314465409
50,0.09119496855345911,0.8523060796645702
51,0.32845911949685536,0.670083857442348
52,0.2704402515723271,0.8402515723270441
53,0.2940251572327044,0.8424737945492662
54,0.15723270440251572,0.8086477987421383
