userid,EER,AUC
1,0.4691719089136593,0.5416620682043924
2,0.38312548283853876,0.7110326306882977
3,0.44525990508773866,0.6597505794062466
4,0.39866828532538723,0.608762829709745
5,0.3864731633741677,0.6743920832873487
6,0.48710591178309975,0.5434278777176912
7,0.4548247066181069,0.5696942942280102
8,0.600375234521576,0.44480005886031704
9,0.47682375013795386,0.5339366515837104
10,0.5279586506272302,0.5429128499429791
11,0.5224588897472685,0.5206195048375822
12,0.301383217452084,0.7243865651326196
13,0.3792995622263915,0.6231468197034911
14,0.46510686826325276,0.6207924070190929
15,0.5260456903211566,0.5667144906743186
16,0.5255674502446381,0.4974432549755362
17,0.5564139351800758,0.416289592760181
18,0.5193503292498989,0.5672663061472244
19,0.32194754074237575,0.680204539601957
20,0.391494684177611,0.6081742265386455
21,0.3881470036419822,0.6924180554022734
22,0.5549792149505206,0.43225545377625724
23,0.39436412463672144,0.6371261450171063
24,0.4431078247434058,0.5463341058749954
25,0.32577346135452306,0.6921605415149173
26,0.5372843321193392,0.4235367693043446
27,0.3116653790972299,0.7807453187654049
28,0.3977118051723504,0.5968436154949784
29,0.31405657947982196,0.7496965014899017
30,0.464150388110216,0.5951513813780672
31,0.39005996394805575,0.6083949527278077
32,0.5234153699003052,0.5306993341426627
33,0.40345068609057133,0.6250597800095647
34,0.5375234521575984,0.45911047345767575
35,0.3749954015377258,0.6498179008939412
36,0.39938564544016486,0.6859434205201781
37,0.4629547879189199,0.563845050215208
38,0.5200676893646765,0.4853768899679947
39,0.3819298826472428,0.6819335614170622
40,0.4476511054703307,0.6160100062539088
41,0.3893426038332781,0.6546370893573189
42,0.5193503292498989,0.5083692013390723
