userid,EER,AUC
1,0.07279874213836479,0.9892452830188679
2,0.1424528301886792,0.9062473794549266
3,0.5407232704402516,0.5450104821802935
4,0.33349056603773586,0.759664570230608
5,0.1400943396226415,0.9326624737945491
6,0.25770440251572324,0.8392243186582808
7,0.13726415094339622,0.9440670859538784
8,0.27138364779874213,0.8025786163522013
9,0.07735849056603772,0.9825157232704402
10,0.21650943396226416,0.8334591194968554
11,0.13144654088050312,0.9494129979035639
12,0.19261006289308177,0.8683228511530399
13,0.014308176100628955,0.9942767295597483
14,0.2668238993710692,0.8381132075471698
15,0.1493710691823899,0.949664570230608
16,0.06729559748427671,0.9777987421383647
17,0.5915094339622642,0.42547169811320756
18,0.08144654088050313,0.9663522012578617
19,0.13946540880503144,0.9583018867924528
20,0.05110062893081763,0.9821802935010482
21,0.12955974842767293,0.9553878406708596
22,0.3290880503144654,0.7231865828092243
23,0.329559748427673,0.7077358490566037
24,0.06462264150943398,0.9859329140461217
25,0.15613207547169813,0.8281341719077567
26,0.060849056603773606,0.9798322851153041
27,0.33506289308176096,0.739601677148847
28,0.18396226415094338,0.9158071278825995
29,0.007075471698113234,0.9982180293501048
30,0.42955974842767297,0.670670859538784
31,0.18569182389937108,0.9432075471698114
32,0.0691823899371069,0.97958071278826
33,0.20283018867924527,0.8979245283018867
34,0.07735849056603772,0.980272536687631
35,0.06540880503144653,0.9727463312368974
36,0.06666666666666665,0.9867295597484277
37,0.120125786163522,0.949392033542977
38,0.06540880503144653,0.9941719077568134
39,0.3987421383647799,0.6180083857442348
40,0.33034591194968554,0.6679874213836478
41,0.2735849056603774,0.7785115303983229
42,0.12201257861635219,0.9632914046121592
43,0.1460691823899371,0.8867714884696016
44,0.051729559748427696,0.9871069182389938
45,0.20424528301886793,0.92083857442348
46,0.145125786163522,0.949937106918239
47,0.19559748427672954,0.8918448637316563
48,0.12672955974842764,0.9560796645702305
49,0.05283018867924528,0.9830188679245283
50,0.12610062893081758,0.9425366876310273
51,0.13034591194968553,0.9686163522012579
52,0.061006289308176094,0.98
53,0.1341194968553459,0.9628930817610063
54,0.2040880503144654,0.8658909853249476
